Datetime,Tweet Id,Text
2021-12-29 04:04:26+00:00,1476041392359096322,https://t.co/qYPB1Y4WV1
2021-12-28 20:55:13+00:00,1475933377622650891,RT @AlexUlrichh: A little piece of advice from Kendrick Lamar  https://t.co/hqUQLTda7X
2021-12-24 16:44:24+00:00,1474420706989555717,RT @nickgillespie: 'It's a human right to be able to see how that technology works and modify it. It’s as key to freedom as freedom of spee…
2021-12-24 07:18:20+00:00,1474278251296088082,RT @Snowden: Insisting that Assange is somehow “not a journalist” does nothing to take the teeth out of this precedent when the activities…
2021-12-24 07:05:47+00:00,1474275093912117266,@davidbyttow system/real-time
2021-12-24 06:20:04+00:00,1474263588651126788,rust is a perfect programming language
2021-12-23 19:29:08+00:00,1474099774764822530,@engvestor @nickcald can one truly see the tweets of one who doesn't tweet?
2021-12-23 14:19:37+00:00,1474021882202570753,"RT @nic__carter: An internet where users run their own servers, have genuine digital property rights, have seamless internet native payment…"
2021-12-23 14:02:03+00:00,1474017460370255883,@elonmusk @BillyM2k @gladstein @rahilla @farokh @TheSmarmyBum Meaningful break aways from the corporate establishme… https://t.co/hIrTyvW4Zs
2021-12-23 06:12:12+00:00,1473899219773755397,@jeffseibert Meanwhile in simulation #3…
2021-12-23 05:38:20+00:00,1473890695463243777,"From a16z website: 

“We aim to connect entrepreneurs, investors, executives, engineers, academics, industry expert… https://t.co/BKnY9N6mUp"
2021-12-23 05:29:27+00:00,1473888460100575239,@samkazemian @TheSmarmyBum @rahilla @farokh @ethereum You’re missing all the points. I’m telling you I’ve learned f… https://t.co/ET96nCfp8Q
2021-12-23 05:26:51+00:00,1473887809211711491,"@rahilla @farokh @samkazemian @TheSmarmyBum @ethereum I’m not anti ETH. I’m anti-centralized, VC-owned, single poin… https://t.co/NwekZ8VpbU"
2021-12-23 05:20:07+00:00,1473886113190273031,@agarwal Life is too short
2021-12-23 05:08:34+00:00,1473883204801245184,@samkazemian @TheSmarmyBum @farokh Scroll up
2021-12-23 04:58:36+00:00,1473880697815420929,"@samkazemian @TheSmarmyBum @farokh I care only about decentralized, secure, private foundations without single poin… https://t.co/PdkgPY15qI"
2021-12-23 04:55:13+00:00,1473879848091332608,@LarrotizPablo @elonmusk Yes I do. And there are both risks and people trying to take advantage which you want to be aware of.
2021-12-23 04:31:52+00:00,1473873968746672130,@TheSmarmyBum @farokh 💯 be aware of what’s happening around you
2021-12-23 04:30:23+00:00,1473873597101977600,@farokh I promise this is a fight against the “rich dudes” taking advantage of people like you who should own it all
2021-12-23 04:25:37+00:00,1473872396461477892,"@einarvollset @cdixon Know who owns what, and what incentivizes them. That’s all."
2021-12-23 04:24:36+00:00,1473872142685155333,@einarvollset @cdixon Worst thing we did. I wasn’t running company at the time. Company has worked hard and will co… https://t.co/KBcM90rYWY
2021-12-23 03:53:52+00:00,1473864409260834819,@austin_rief I just want a hug in the metaverse™️
2021-12-23 03:52:05+00:00,1473863959744819200,RT @pesa_africa: 📣 Meet the 4 Africans that ex-Twitter CEO @jack appointed to oversee his Bitcoin Trust Fund to facilitate the development…
2021-12-23 03:49:24+00:00,1473863284889690113,@loganbartlett https://t.co/4hFbIHGERr
2021-12-23 00:34:38+00:00,1473814269296848899,@tyler And I will still appreciate you through Cameron
2021-12-23 00:27:50+00:00,1473812556443787266,@Jason It’s time to block
2021-12-23 00:13:47+00:00,1473809023719849989,@johnbattelle @a16z when’s a good time for you?
2021-12-23 00:00:58+00:00,1473805797666824199,"RT @CobraBitcoin: Crypto projects now: millions of venture capital backing, marketing team, pay exchanges to list, flashy websites with ani…"
2021-12-22 23:45:54+00:00,1473802006355582977,this mission statement has always felt so…dark https://t.co/82hFvTd7fO
2021-12-22 23:36:59+00:00,1473799761438326790,"“we invest in software eating the world”

*web"
2021-12-22 23:14:27+00:00,1473794091452612611,RT @opencryptoorg: COPA just won its first hearing against Craig: https://t.co/fThCdz5Xjj. Interesting read. Why did he try to get the cour…
2021-12-22 21:16:09+00:00,1473764319393427476,@mdudas @wongmjane Hm. I didn’t unfollow you.
2021-12-22 18:41:36+00:00,1473725424387694601,I’m officially banned from web3 https://t.co/RrEIAuqE6f
2021-12-22 15:57:15+00:00,1473684066792878081,@mikec2113 @CashApp 🤘🏼
2021-12-22 05:34:23+00:00,1473527315116306432,@HYPEBEAST “Don’t look right”
2021-12-22 05:20:31+00:00,1473523826357112832,@DavidSacks I wouldn’t worry too much…seems it’s only against you.
2021-12-22 05:09:42+00:00,1473521102643240960,@chainyoda @asemota @aeyakovenko @mdudas Exactly
2021-12-22 05:06:59+00:00,1473520418359283713,@PetesGuide @DavidSacks Terrible you have to tap one more time to get that retweet button!
2021-12-22 04:49:22+00:00,1473515987320328196,Only truth left in the world is surf films @theSURFnetwork
2021-12-22 04:48:56+00:00,1473515879312801793,@MartyBent Metaphors distract
2021-12-22 04:38:15+00:00,1473513190512336900,@cz_binance Words.
2021-12-22 04:12:58+00:00,1473506824741601288,"The VCs are the problem

*not the people"
2021-12-22 03:42:19+00:00,1473499113211707397,@matthewstoller Never
2021-12-22 03:28:53+00:00,1473495734284689411,"RT @notgrubles: People truly interested in a different more decentralized web, all without stupid premined tokens that line rich VC's pocke…"
2021-12-22 00:32:55+00:00,1473451450034540550,@JeremyRubin Haaaa
2021-12-22 00:11:23+00:00,1473446029840297992,https://t.co/m9kb5mtXCS
2021-12-21 23:54:43+00:00,1473441836131835912,@D_Twitt3r @TheStalwart I follow Mike
2021-12-21 23:52:40+00:00,1473441319557251074,@beaniemaxi *gn capital
2021-12-21 23:00:04+00:00,1473428081113190400,@micsolana I’m concerned to see “the industry” be distracted under false pretenses when we could all be working on… https://t.co/NcR7nFtiXo
2021-12-21 20:31:25+00:00,1473390675538452494,@JeremyRubin Correct
2021-12-21 20:26:29+00:00,1473389430002049039,@DavidSacks @mysteriouskat Not clear you have a real point
2021-12-21 19:51:43+00:00,1473380683896737813,💯 https://t.co/YaEO5tLlWl
2021-12-21 19:23:40+00:00,1473373623947771910,@DavidSacks @mysteriouskat Your interpretation is wrong
2021-12-21 19:19:02+00:00,1473372456232656901,@bradmillscan @laurenceaderemi 💯
2021-12-21 18:47:18+00:00,1473364470315507720,@gfodor @balajis @bluesky it will ship.
2021-12-21 18:34:23+00:00,1473361222825299974,@balajis All false. Twitter started as a corporation. It's had corporate incentives from day 1. It's trying to offs… https://t.co/KdxpqbhxtW
2021-12-21 15:59:00+00:00,1473322116804079616,21/12/21
2021-12-21 14:07:29+00:00,1473294054834286595,@ErikVoorhees https://t.co/OkrVXRzQwe
2021-12-21 06:04:26+00:00,1473172490792882178,@iBobbyShell Done: @btrustteam
2021-12-21 05:59:44+00:00,1473171307084795906,@beeple WEB16
2021-12-21 05:57:24+00:00,1473170719097987073,@Chad_Hurley Charlotte’s only
2021-12-21 05:37:41+00:00,1473165759224463360,@elonmusk It’s somewhere between a and z
2021-12-21 05:21:46+00:00,1473161753106210823,@cdixon I believe in you and your ability to understand systems. It’s critical we focus our energy on truly secure… https://t.co/4iNWL9znv7
2021-12-21 05:16:22+00:00,1473160393686138881,@samkazemian @JacobPPhillips Words
2021-12-21 05:07:17+00:00,1473158106960080896,@DavidChoiMusic @cdixon ? I was never a fund
2021-12-21 05:02:20+00:00,1473156861155237891,"@mdudas It doesn’t have to be sound money.

We have that covered now."
2021-12-21 05:01:03+00:00,1473156537724116992,@antoniogm I’m giving it all back.
2021-12-21 04:55:50+00:00,1473155226194616325,@cdixon You’re a fund determined to be a media empire that can’t be ignored…not Gandhi.
2021-12-21 04:36:23+00:00,1473150332045770753,"@santisiri No it’s not, and no it’s not. Twitter is advancing a protocol not owned by itself or VCs, @bluesky"
2021-12-21 04:29:11+00:00,1473148520261685248,@aeyakovenko @mdudas Keep telling yourself that’s what this is
